10.100.25.14|10.100.18.12|1065|139|6|1|40|S|1156430125.417|0.000|1156430125.417|S0|0|0|0.0.0.0|S|||0|all|in|1156430125.417|1156430125.417|0.000||
10.100.25.14|10.100.18.12|19491|135|6|1|40|S|1156430125.518|0.000|1156430125.518|S0|0|0|0.0.0.0|S|||0|all|in|1156430125.518|1156430125.518|0.000||
10.100.25.14|10.100.18.12|7358|445|6|1|40|S|1156430125.619|0.000|1156430125.619|S0|0|0|0.0.0.0|S|||0|all|in|1156430125.619|1156430125.619|0.000||
10.100.25.14|10.100.18.12|27524|80|6|1|40|S|1156430125.719|0.000|1156430125.719|S0|0|0|0.0.0.0|S|||0|all|in|1156430125.719|1156430125.719|0.000||
10.100.25.14|10.100.18.12|20193|22|6|1|40|S|1156430125.821|0.000|1156430125.821|S0|0|0|0.0.0.0|S|||0|all|in|1156430125.821|1156430125.821|0.000||
10.100.25.14|10.100.18.12|1023|515|6|1|40|S|1156430125.921|0.000|1156430125.921|S0|0|0|0.0.0.0|S|||0|all|in|1156430125.921|1156430125.921|0.000||
10.100.25.14|10.100.18.12|16748|23|6|1|40|S|1156430126.025|0.000|1156430126.025|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.025|1156430126.025|0.000||
10.100.25.14|10.100.18.12|12502|21|6|1|40|S|1156430126.125|0.000|1156430126.125|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.125|1156430126.125|0.000||
10.100.25.14|10.100.18.12|30382|6000|6|1|40|S|1156430126.226|0.000|1156430126.226|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.226|1156430126.226|0.000||
10.100.25.14|10.100.18.12|27986|1025|6|1|40|S|1156430126.322|0.000|1156430126.322|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.322|1156430126.322|0.000||
10.100.25.14|10.100.18.12|25488|25|6|1|40|S|1156430126.422|0.000|1156430126.422|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.422|1156430126.422|0.000||
10.100.25.14|10.100.18.12|6729|111|6|1|40|S|1156430126.528|0.000|1156430126.528|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.528|1156430126.528|0.000||
10.100.25.14|10.100.18.12|29169|1028|6|1|40|S|1156430126.630|0.000|1156430126.630|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.630|1156430126.630|0.000||
10.100.25.14|10.100.18.12|24305|9100|6|1|40|S|1156430126.725|0.000|1156430126.725|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.725|1156430126.725|0.000||
10.100.25.14|10.100.18.12|17851|1029|6|1|40|S|1156430126.824|0.000|1156430126.824|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.824|1156430126.824|0.000||
10.100.25.14|10.100.18.12|10985|79|6|1|40|S|1156430126.930|0.000|1156430126.930|S0|0|0|0.0.0.0|S|||0|all|in|1156430126.930|1156430126.930|0.000||
10.100.25.14|10.100.18.12|1515|497|6|1|40|S|1156430127.032|0.000|1156430127.032|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.032|1156430127.032|0.000||
10.100.25.14|10.100.18.12|4019|548|6|1|40|S|1156430127.126|0.000|1156430127.126|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.126|1156430127.126|0.000||
10.100.25.14|10.100.18.12|12966|5000|6|1|40|S|1156430127.225|0.000|1156430127.225|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.225|1156430127.225|0.000||
10.100.25.14|10.100.18.12|5851|1917|6|1|40|S|1156430127.323|0.000|1156430127.323|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.323|1156430127.323|0.000||
10.100.25.14|10.100.18.12|53|53|6|1|40|S|1156430127.435|0.000|1156430127.435|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.435|1156430127.435|0.000||
10.100.25.14|10.100.18.12|6460|161|6|1|40|S|1156430127.538|0.000|1156430127.538|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.538|1156430127.538|0.000||
10.100.25.14|10.100.18.12|33415|9001|6|1|40|S|1156430127.630|0.000|1156430127.630|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.630|1156430127.630|0.000||
10.100.25.14|10.100.18.12|20|65535|6|1|40|S|1156430127.729|0.000|1156430127.729|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.729|1156430127.729|0.000||
10.100.25.14|10.100.18.12|15628|443|6|1|40|S|1156430127.836|0.000|1156430127.836|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.836|1156430127.836|0.000||
10.100.25.14|10.100.18.12|25|113|6|1|40|S|1156430127.938|0.000|1156430127.938|S0|0|0|0.0.0.0|S|||0|all|in|1156430127.938|1156430127.938|0.000||
10.100.25.14|10.100.18.12|4926|993|6|1|40|S|1156430128.034|0.000|1156430128.034|S0|0|0|0.0.0.0|S|||0|all|in|1156430128.034|1156430128.034|0.000||
10.100.25.14|10.100.18.12|1177|8080|6|1|40|S|1156430128.134|0.000|1156430128.134|S0|0|0|0.0.0.0|S|||0|all|in|1156430128.134|1156430128.134|0.000||
10.100.25.14|10.100.18.12|1316|2869|6|1|40|S|1156430128.237|0.000|1156430128.237|S0|0|0|0.0.0.0|S|||0|all|in|1156430128.237|1156430128.237|0.000||
