192.168.1.10|192.168.1.25|62347|1723|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|1723|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|554|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|554|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|23|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|23|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|256|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|256|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|80|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|80|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|22|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|22|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|21|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|21|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|389|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|389|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|443|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|443|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|636|6|1|40|FPU|1231012261.706|0.001|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.706|1231012261.707|0.001||
192.168.1.25|192.168.1.10|636|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|3389|6|1|40|FPU|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.25|192.168.1.10|3389|62347|6|1|40|RA|1231012261.707|0.000|1231012261.707|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.707|1231012261.707|0.000||
192.168.1.10|192.168.1.25|62347|25|6|1|40|FPU|1231012261.707|0.001|1231012261.708|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.707|1231012261.708|0.001||
192.168.1.25|192.168.1.10|25|62347|6|1|40|RA|1231012261.708|0.000|1231012261.708|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.708|1231012261.708|0.000||
192.168.1.10|192.168.1.25|62347|53|6|1|40|FPU|1231012261.707|0.001|1231012261.708|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.707|1231012261.708|0.001||
192.168.1.25|192.168.1.10|53|62347|6|1|40|RA|1231012261.708|0.000|1231012261.708|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.708|1231012261.708|0.000||
192.168.1.10|192.168.1.25|62347|113|6|1|40|FPU|1231012261.707|0.001|1231012261.708|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.707|1231012261.708|0.001||
192.168.1.25|192.168.1.10|113|62347|6|1|40|RA|1231012261.708|0.000|1231012261.708|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.708|1231012261.708|0.000||
192.168.1.10|192.168.1.25|62347|1095|6|1|40|FPU|1231012261.707|0.001|1231012261.708|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.707|1231012261.708|0.001||
192.168.1.25|192.168.1.10|1095|62347|6|1|40|RA|1231012261.708|0.000|1231012261.708|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.708|1231012261.708|0.000||
192.168.1.10|192.168.1.25|62347|1042|6|1|40|FPU|1231012261.707|0.001|1231012261.708|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.707|1231012261.708|0.001||
192.168.1.25|192.168.1.10|1042|62347|6|1|40|RA|1231012261.708|0.000|1231012261.708|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.708|1231012261.708|0.000||
192.168.1.10|192.168.1.25|62347|3300|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|3300|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|1071|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|1071|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|1501|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|1501|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|1175|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|1175|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|1028|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|1028|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|687|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|687|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|3527|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|3527|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|5802|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|5802|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|8080|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|8080|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|406|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|406|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|1287|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|1287|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|458|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|458|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
192.168.1.10|192.168.1.25|62347|27352|6|1|40|FPU|1231012261.708|0.001|1231012261.709|S0|0|0|0.0.0.0|FPU|||0|all|in|1231012261.708|1231012261.709|0.001||
192.168.1.25|192.168.1.10|27352|62347|6|1|40|RA|1231012261.709|0.000|1231012261.709|S0|0|0|0.0.0.0|RA|||0|all|in|1231012261.709|1231012261.709|0.000||
